=== Run information ===

Scheme:       weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8 -num-decimal-places 4
Relation:     ring-separable-weka
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    evaluate on training data

=== Classifier model (full training set) ===


Linear Regression Model

output =

      0.0169 * input1 +
      0.4798

Time taken to build model: 0.05 seconds

=== Predictions on training set ===

inst#,actual,predicted,error
7550,0,0.494,0.494
7551,0,0.464,0.464
7552,1,0.477,-0.523
7553,1,0.492,-0.508
7554,1,0.472,-0.528
7555,1,0.484,-0.516
7556,0,0.494,0.494
7557,1,0.49,-0.51
7558,0,0.47,0.47
7559,1,0.482,-0.518
7560,0,0.496,0.496
7561,0,0.476,0.476
7562,1,0.482,-0.518
7563,0,0.467,0.467
7564,0,0.493,0.493
7565,1,0.486,-0.514
7566,1,0.482,-0.518
7567,0,0.484,0.484
7568,0,0.463,0.463
7569,1,0.484,-0.516
7570,0,0.489,0.489
7571,0,0.471,0.471
7572,0,0.492,0.492
7573,1,0.475,-0.525
7574,1,0.476,-0.524
7575,1,0.47,-0.53
7576,1,0.482,-0.518
7577,1,0.484,-0.516
7578,0,0.465,0.465
7579,0,0.486,0.486
7580,1,0.477,-0.523
7581,0,0.482,0.482
7582,1,0.491,-0.509
7583,0,0.463,0.463
7584,1,0.492,-0.508
7585,0,0.477,0.477
7586,0,0.48,0.48
7587,0,0.466,0.466
7588,1,0.486,-0.514
7589,0,0.467,0.467
7590,0,0.477,0.477
7591,0,0.469,0.469
7592,0,0.488,0.488
7593,0,0.489,0.489
7594,0,0.466,0.466
7595,0,0.494,0.494
7596,1,0.472,-0.528
7597,0,0.465,0.465
7598,1,0.481,-0.519
7599,0,0.492,0.492
7600,1,0.487,-0.513
7601,0,0.497,0.497
7602,1,0.471,-0.529
7603,0,0.465,0.465
7604,1,0.474,-0.526
7605,1,0.473,-0.527
7606,1,0.491,-0.509
7607,0,0.465,0.465
7608,1,0.474,-0.526
7609,1,0.469,-0.531
7610,0,0.464,0.464
7611,0,0.495,0.495
7612,0,0.49,0.49
7613,0,0.463,0.463
7614,1,0.478,-0.522
7615,1,0.486,-0.514
7616,0,0.479,0.479
7617,1,0.471,-0.529
7618,1,0.476,-0.524
7619,0,0.479,0.479
7620,0,0.481,0.481
7621,1,0.475,-0.525
7622,1,0.472,-0.528
7623,1,0.484,-0.516
7624,0,0.491,0.491
7625,0,0.494,0.494
7626,1,0.472,-0.528
7627,1,0.489,-0.511
7628,1,0.472,-0.528
7629,1,0.472,-0.528
7630,1,0.483,-0.517
7631,0,0.476,0.476
7632,1,0.484,-0.516
7633,1,0.481,-0.519
7634,1,0.472,-0.528
7635,1,0.467,-0.533
7636,0,0.49,0.49
7637,1,0.487,-0.513
7638,1,0.49,-0.51
7639,1,0.483,-0.517
7640,0,0.49,0.49
7641,1,0.488,-0.512
7642,0,0.488,0.488
7643,1,0.468,-0.532
7644,1,0.488,-0.512
7645,1,0.489,-0.511
7646,0,0.495,0.495
7647,1,0.486,-0.514
7648,1,0.474,-0.526
7649,0,0.477,0.477
7650,0,0.487,0.487
7651,1,0.483,-0.517
7652,1,0.482,-0.518
7653,0,0.495,0.495
7654,0,0.481,0.481
7655,0,0.487,0.487
7656,0,0.494,0.494
7657,1,0.476,-0.524
7658,1,0.476,-0.524
7659,0,0.474,0.474
7660,1,0.484,-0.516
7661,0,0.493,0.493
7662,1,0.487,-0.513
7663,1,0.482,-0.518
7664,0,0.496,0.496
7665,1,0.479,-0.521
7666,0,0.471,0.471
7667,1,0.487,-0.513
7668,1,0.481,-0.519
7669,0,0.495,0.495
7670,1,0.48,-0.52
7671,0,0.478,0.478
7672,1,0.485,-0.515
7673,0,0.496,0.496
7674,1,0.475,-0.525
7675,1,0.481,-0.519
7676,0,0.465,0.465
7677,0,0.48,0.48
7678,0,0.464,0.464
7679,1,0.481,-0.519
7680,0,0.476,0.476
7681,0,0.483,0.483
7682,0,0.494,0.494
7683,0,0.495,0.495
7684,1,0.476,-0.524
7685,1,0.484,-0.516
7686,1,0.49,-0.51
7687,1,0.485,-0.515
7688,1,0.486,-0.514
7689,1,0.479,-0.521
7690,0,0.465,0.465
7691,1,0.473,-0.527
7692,0,0.466,0.466
7693,0,0.477,0.477
7694,0,0.469,0.469
7695,0,0.48,0.48
7696,1,0.481,-0.519
7697,0,0.492,0.492
7698,0,0.465,0.465
7699,0,0.491,0.491
7700,1,0.476,-0.524
7701,0,0.478,0.478
7702,0,0.464,0.464
7703,1,0.475,-0.525
7704,0,0.491,0.491
7705,0,0.495,0.495
7706,1,0.471,-0.529
7707,1,0.484,-0.516
7708,1,0.488,-0.512
7709,1,0.482,-0.518
7710,1,0.47,-0.53
7711,0,0.466,0.466
7712,0,0.468,0.468
7713,1,0.475,-0.525
7714,1,0.484,-0.516
7715,0,0.486,0.486
7716,0,0.474,0.474
7717,0,0.465,0.465
7718,0,0.472,0.472
7719,0,0.466,0.466
7720,1,0.478,-0.522
7721,1,0.474,-0.526
7722,1,0.475,-0.525
7723,0,0.464,0.464
7724,0,0.485,0.485
7725,1,0.471,-0.529
7726,0,0.483,0.483
7727,1,0.484,-0.516
7728,1,0.482,-0.518
7729,0,0.467,0.467
7730,0,0.49,0.49
7731,0,0.467,0.467
7732,1,0.477,-0.523
7733,1,0.486,-0.514
7734,1,0.47,-0.53
7735,1,0.485,-0.515
7736,1,0.475,-0.525
7737,0,0.493,0.493
7738,1,0.473,-0.527
7739,0,0.468,0.468
7740,1,0.492,-0.508
7741,0,0.464,0.464
7742,1,0.468,-0.532
7743,1,0.491,-0.509
7744,0,0.478,0.478
7745,0,0.48,0.48
7746,1,0.467,-0.533
7747,1,0.482,-0.518
7748,1,0.483,-0.517
7749,0,0.472,0.472
7750,1,0.476,-0.524
7751,1,0.472,-0.528
7752,1,0.489,-0.511
7753,1,0.49,-0.51
7754,1,0.481,-0.519
7755,1,0.482,-0.518
7756,0,0.484,0.484
7757,1,0.482,-0.518
7758,0,0.465,0.465
7759,1,0.482,-0.518
7760,0,0.465,0.465
7761,1,0.488,-0.512
7762,1,0.478,-0.522
7763,0,0.495,0.495
7764,1,0.478,-0.522
7765,0,0.478,0.478
7766,0,0.464,0.464
7767,0,0.483,0.483
7768,1,0.48,-0.52
7769,0,0.471,0.471
7770,0,0.472,0.472
7771,1,0.467,-0.533
7772,1,0.491,-0.509
7773,0,0.48,0.48
7774,0,0.466,0.466
7775,1,0.484,-0.516
7776,1,0.48,-0.52
7777,0,0.467,0.467
7778,1,0.486,-0.514
7779,1,0.472,-0.528
7780,0,0.494,0.494
7781,0,0.475,0.475
7782,1,0.484,-0.516
7783,0,0.488,0.488
7784,1,0.483,-0.517
7785,1,0.471,-0.529
7786,0,0.467,0.467
7787,1,0.484,-0.516
7788,0,0.47,0.47
7789,0,0.495,0.495
7790,1,0.488,-0.512
7791,1,0.483,-0.517
7792,0,0.495,0.495
7793,1,0.475,-0.525
7794,0,0.465,0.465
7795,0,0.486,0.486
7796,0,0.464,0.464
7797,1,0.47,-0.53
7798,0,0.465,0.465
7799,0,0.466,0.466
7800,0,0.463,0.463
7801,0,0.468,0.468
7802,0,0.464,0.464
7803,0,0.467,0.467
7804,0,0.465,0.465
7805,0,0.468,0.468
7806,0,0.493,0.493
7807,0,0.47,0.47
7808,0,0.476,0.476
7809,0,0.479,0.479
7810,1,0.482,-0.518
7811,0,0.493,0.493
7812,1,0.471,-0.529
7813,0,0.464,0.464
7814,0,0.474,0.474
7815,1,0.487,-0.513
7816,1,0.489,-0.511
7817,0,0.467,0.467
7818,1,0.488,-0.512
7819,1,0.475,-0.525
7820,0,0.485,0.485
7821,1,0.481,-0.519
7822,1,0.468,-0.532
7823,0,0.475,0.475
7824,0,0.492,0.492
7825,0,0.467,0.467
7826,0,0.476,0.476
7827,0,0.482,0.482
7828,1,0.486,-0.514
7829,0,0.468,0.468
7830,0,0.482,0.482
7831,0,0.468,0.468
7832,1,0.483,-0.517
7833,0,0.468,0.468
7834,1,0.47,-0.53
7835,0,0.476,0.476
7836,1,0.489,-0.511
7837,0,0.467,0.467
7838,1,0.471,-0.529
7839,0,0.493,0.493
7840,1,0.481,-0.519
7841,1,0.478,-0.522
7842,0,0.463,0.463
7843,0,0.483,0.483
7844,0,0.492,0.492
7845,0,0.465,0.465
7846,0,0.466,0.466
7847,0,0.478,0.478
7848,0,0.482,0.482
7849,1,0.481,-0.519
7850,0,0.469,0.469
7851,1,0.484,-0.516
7852,1,0.476,-0.524
7853,1,0.468,-0.532
7854,1,0.49,-0.51
7855,1,0.475,-0.525
7856,0,0.468,0.468
7857,0,0.467,0.467
7858,1,0.483,-0.517
7859,1,0.49,-0.51
7860,1,0.467,-0.533
7861,0,0.465,0.465
7862,1,0.484,-0.516
7863,0,0.495,0.495
7864,1,0.487,-0.513
7865,0,0.466,0.466
7866,0,0.479,0.479
7867,1,0.468,-0.532
7868,0,0.471,0.471
7869,0,0.465,0.465
7870,0,0.469,0.469
7871,1,0.482,-0.518
7872,1,0.467,-0.533
7873,0,0.464,0.464
7874,0,0.48,0.48
7875,1,0.47,-0.53
7876,1,0.49,-0.51
7877,0,0.476,0.476
7878,0,0.482,0.482
7879,0,0.479,0.479
7880,1,0.483,-0.517
7881,1,0.487,-0.513
7882,1,0.473,-0.527
7883,1,0.475,-0.525
7884,1,0.489,-0.511
7885,0,0.494,0.494
7886,0,0.463,0.463
7887,1,0.481,-0.519
7888,0,0.481,0.481
7889,1,0.471,-0.529
7890,1,0.483,-0.517
7891,1,0.468,-0.532
7892,1,0.483,-0.517
7893,0,0.496,0.496
7894,1,0.475,-0.525
7895,1,0.475,-0.525
7896,0,0.465,0.465
7897,1,0.488,-0.512
7898,0,0.479,0.479
7899,1,0.477,-0.523
7900,1,0.474,-0.526
7901,0,0.491,0.491
7902,0,0.47,0.47
7903,0,0.491,0.491
7904,0,0.495,0.495
7905,0,0.493,0.493
7906,0,0.492,0.492
7907,0,0.464,0.464
7908,1,0.487,-0.513
7909,0,0.467,0.467
7910,0,0.494,0.494
7911,0,0.466,0.466
7912,0,0.496,0.496
7913,0,0.486,0.486
7914,0,0.469,0.469
7915,0,0.467,0.467
7916,1,0.49,-0.51
7917,1,0.471,-0.529
7918,0,0.474,0.474
7919,1,0.475,-0.525
7920,1,0.483,-0.517
7921,1,0.491,-0.509
7922,0,0.487,0.487
7923,1,0.477,-0.523
7924,1,0.488,-0.512
7925,0,0.47,0.47
7926,1,0.471,-0.529
7927,0,0.465,0.465
7928,1,0.487,-0.513
7929,1,0.486,-0.514
7930,1,0.49,-0.51
7931,1,0.485,-0.515
7932,1,0.487,-0.513
7933,0,0.486,0.486
7934,1,0.475,-0.525
7935,1,0.486,-0.514
7936,1,0.467,-0.533
7937,1,0.472,-0.528
7938,1,0.491,-0.509
7939,1,0.486,-0.514
7940,0,0.497,0.497
7941,1,0.489,-0.511
7942,1,0.474,-0.526
7943,1,0.476,-0.524
7944,1,0.486,-0.514
7945,0,0.464,0.464
7946,1,0.478,-0.522
7947,1,0.487,-0.513
7948,0,0.47,0.47
7949,1,0.488,-0.512
7950,1,0.486,-0.514
7951,1,0.488,-0.512
7952,1,0.479,-0.521
7953,1,0.48,-0.52
7954,1,0.469,-0.531
7955,1,0.47,-0.53
7956,0,0.468,0.468
7957,1,0.484,-0.516
7958,0,0.463,0.463
7959,0,0.47,0.47
7960,0,0.464,0.464
7961,0,0.484,0.484
7962,1,0.467,-0.533
7963,0,0.495,0.495
7964,1,0.482,-0.518
7965,0,0.492,0.492
7966,1,0.485,-0.515
7967,1,0.47,-0.53
7968,1,0.475,-0.525
7969,1,0.479,-0.521
7970,1,0.481,-0.519
7971,1,0.469,-0.531
7972,1,0.479,-0.521
7973,0,0.487,0.487
7974,1,0.475,-0.525
7975,0,0.496,0.496
7976,1,0.478,-0.522
7977,1,0.482,-0.518
7978,0,0.463,0.463
7979,0,0.491,0.491
7980,0,0.473,0.473
7981,1,0.469,-0.531
7982,0,0.485,0.485
7983,0,0.464,0.464
7984,0,0.486,0.486
7985,0,0.47,0.47
7986,1,0.474,-0.526
7987,1,0.483,-0.517
7988,0,0.494,0.494
7989,1,0.486,-0.514
7990,0,0.464,0.464
7991,1,0.487,-0.513
7992,0,0.495,0.495
7993,0,0.465,0.465
7994,1,0.478,-0.522
7995,0,0.469,0.469
7996,0,0.488,0.488
7997,1,0.482,-0.518
7998,1,0.484,-0.516
7999,0,0.471,0.471
8000,1,0.482,-0.518
8001,0,0.491,0.491
8002,1,0.476,-0.524
8003,1,0.47,-0.53
8004,0,0.473,0.473
8005,0,0.483,0.483
8006,0,0.492,0.492
8007,0,0.493,0.493
8008,1,0.491,-0.509
8009,1,0.484,-0.516
8010,1,0.481,-0.519
8011,1,0.484,-0.516
8012,0,0.491,0.491
8013,0,0.47,0.47
8014,0,0.486,0.486
8015,1,0.484,-0.516
8016,1,0.471,-0.529
8017,0,0.494,0.494
8018,1,0.472,-0.528
8019,1,0.485,-0.515
8020,0,0.476,0.476
8021,1,0.468,-0.532
8022,1,0.473,-0.527
8023,0,0.493,0.493
8024,1,0.469,-0.531
8025,1,0.472,-0.528
8026,1,0.483,-0.517
8027,1,0.477,-0.523
8028,0,0.464,0.464
8029,1,0.47,-0.53
8030,1,0.473,-0.527
8031,1,0.48,-0.52
8032,1,0.473,-0.527
8033,0,0.467,0.467
8034,1,0.473,-0.527
8035,1,0.475,-0.525
8036,1,0.484,-0.516
8037,0,0.484,0.484
8038,1,0.48,-0.52
8039,1,0.484,-0.516
8040,0,0.465,0.465
8041,1,0.482,-0.518
8042,0,0.493,0.493
8043,1,0.478,-0.522
8044,0,0.472,0.472
8045,1,0.49,-0.51
8046,0,0.494,0.494
8047,1,0.476,-0.524
8048,1,0.478,-0.522
8049,0,0.491,0.491
8050,0,0.469,0.469
8051,0,0.464,0.464
8052,0,0.475,0.475
8053,0,0.464,0.464
8054,0,0.467,0.467
8055,0,0.496,0.496
8056,1,0.485,-0.515
8057,0,0.481,0.481
8058,1,0.492,-0.508
8059,1,0.484,-0.516
8060,0,0.477,0.477
8061,0,0.464,0.464
8062,0,0.496,0.496
8063,0,0.465,0.465
8064,0,0.472,0.472
8065,1,0.485,-0.515
8066,0,0.48,0.48
8067,1,0.488,-0.512
8068,1,0.475,-0.525
8069,0,0.463,0.463
8070,0,0.494,0.494
8071,1,0.485,-0.515
8072,0,0.471,0.471
8073,0,0.465,0.465
8074,1,0.487,-0.513
8075,0,0.493,0.493
8076,0,0.469,0.469
8077,1,0.469,-0.531
8078,1,0.484,-0.516
8079,0,0.464,0.464
8080,0,0.464,0.464
8081,1,0.488,-0.512
8082,1,0.492,-0.508
8083,0,0.493,0.493
8084,0,0.481,0.481
8085,0,0.472,0.472
8086,0,0.466,0.466
8087,0,0.465,0.465
8088,0,0.475,0.475
8089,1,0.475,-0.525
8090,0,0.484,0.484
8091,1,0.491,-0.509
8092,1,0.478,-0.522
8093,1,0.491,-0.509
8094,1,0.47,-0.53
8095,0,0.477,0.477
8096,1,0.48,-0.52
8097,1,0.48,-0.52
8098,1,0.487,-0.513
8099,0,0.496,0.496
8100,1,0.489,-0.511
8101,0,0.464,0.464
8102,1,0.483,-0.517
8103,1,0.468,-0.532
8104,0,0.47,0.47
8105,1,0.483,-0.517
8106,1,0.483,-0.517
8107,0,0.497,0.497
8108,1,0.478,-0.522
8109,1,0.472,-0.528
8110,0,0.495,0.495
8111,0,0.47,0.47
8112,0,0.48,0.48
8113,1,0.488,-0.512
8114,0,0.483,0.483
8115,0,0.469,0.469
8116,1,0.474,-0.526
8117,1,0.476,-0.524
8118,1,0.487,-0.513
8119,1,0.473,-0.527
8120,1,0.48,-0.52
8121,0,0.477,0.477
8122,0,0.492,0.492
8123,0,0.463,0.463
8124,1,0.489,-0.511
8125,0,0.495,0.495
8126,0,0.468,0.468
8127,0,0.486,0.486
8128,0,0.463,0.463
8129,1,0.476,-0.524
8130,0,0.495,0.495
8131,1,0.468,-0.532
8132,0,0.482,0.482
8133,0,0.494,0.494
8134,1,0.472,-0.528
8135,1,0.477,-0.523
8136,1,0.48,-0.52
8137,1,0.476,-0.524
8138,1,0.485,-0.515
8139,0,0.473,0.473
8140,1,0.488,-0.512
8141,1,0.482,-0.518
8142,1,0.475,-0.525
8143,1,0.48,-0.52
8144,0,0.494,0.494
8145,0,0.477,0.477
8146,0,0.464,0.464
8147,0,0.481,0.481
8148,1,0.477,-0.523
8149,1,0.475,-0.525
8150,1,0.475,-0.525
8151,1,0.469,-0.531
8152,0,0.463,0.463
8153,0,0.465,0.465
8154,1,0.468,-0.532
8155,1,0.476,-0.524
8156,1,0.484,-0.516
8157,0,0.464,0.464
8158,1,0.48,-0.52
8159,0,0.491,0.491
8160,1,0.469,-0.531
8161,1,0.491,-0.509
8162,1,0.477,-0.523
8163,0,0.493,0.493
8164,1,0.479,-0.521
8165,1,0.481,-0.519
8166,0,0.466,0.466
8167,1,0.48,-0.52
8168,1,0.467,-0.533
8169,0,0.496,0.496
8170,0,0.495,0.495
8171,1,0.468,-0.532
8172,0,0.478,0.478
8173,0,0.484,0.484
8174,1,0.473,-0.527
8175,0,0.495,0.495
8176,0,0.489,0.489
8177,1,0.489,-0.511
8178,0,0.49,0.49
8179,1,0.471,-0.529
8180,0,0.485,0.485
8181,0,0.471,0.471
8182,0,0.47,0.47
8183,0,0.466,0.466
8184,1,0.472,-0.528
8185,0,0.482,0.482
8186,1,0.471,-0.529
8187,1,0.485,-0.515
8188,0,0.489,0.489
8189,0,0.472,0.472
8190,0,0.468,0.468
8191,1,0.481,-0.519
8192,0,0.464,0.464
8193,1,0.472,-0.528
8194,0,0.493,0.493
8195,0,0.48,0.48
8196,1,0.471,-0.529
8197,0,0.492,0.492
8198,0,0.465,0.465
8199,1,0.475,-0.525
8200,1,0.484,-0.516
8201,0,0.496,0.496
8202,0,0.468,0.468
8203,0,0.495,0.495
8204,0,0.483,0.483
8205,0,0.464,0.464
8206,0,0.495,0.495
8207,1,0.47,-0.53
8208,0,0.494,0.494
8209,1,0.491,-0.509
8210,1,0.487,-0.513
8211,0,0.494,0.494
8212,0,0.488,0.488
8213,1,0.477,-0.523
8214,1,0.476,-0.524
8215,0,0.496,0.496
8216,1,0.487,-0.513
8217,1,0.472,-0.528
8218,1,0.49,-0.51
8219,1,0.485,-0.515
8220,0,0.495,0.495
8221,0,0.483,0.483
8222,1,0.484,-0.516
8223,1,0.486,-0.514
8224,0,0.463,0.463
8225,1,0.49,-0.51
8226,1,0.485,-0.515
8227,1,0.475,-0.525
8228,0,0.467,0.467
8229,0,0.49,0.49
8230,1,0.491,-0.509
8231,1,0.478,-0.522
8232,1,0.484,-0.516
8233,0,0.496,0.496
8234,1,0.484,-0.516
8235,0,0.482,0.482
8236,0,0.492,0.492
8237,0,0.467,0.467
8238,1,0.483,-0.517
8239,1,0.469,-0.531
8240,1,0.483,-0.517
8241,1,0.486,-0.514
8242,1,0.478,-0.522
8243,1,0.473,-0.527
8244,1,0.467,-0.533
8245,1,0.484,-0.516
8246,1,0.486,-0.514
8247,1,0.476,-0.524
8248,1,0.486,-0.514
8249,0,0.494,0.494
8250,0,0.483,0.483
8251,0,0.464,0.464
8252,0,0.482,0.482
8253,1,0.481,-0.519
8254,0,0.463,0.463
8255,0,0.463,0.463
8256,1,0.482,-0.518
8257,0,0.471,0.471
8258,1,0.484,-0.516
8259,1,0.486,-0.514
8260,1,0.487,-0.513
8261,1,0.482,-0.518
8262,1,0.484,-0.516
8263,0,0.467,0.467
8264,1,0.476,-0.524
8265,1,0.481,-0.519
8266,0,0.487,0.487
8267,0,0.476,0.476
8268,1,0.492,-0.508
8269,1,0.483,-0.517
8270,1,0.491,-0.509
8271,0,0.482,0.482
8272,1,0.474,-0.526
8273,0,0.468,0.468
8274,0,0.481,0.481
8275,1,0.484,-0.516
8276,0,0.477,0.477
8277,0,0.471,0.471
8278,1,0.475,-0.525
8279,0,0.489,0.489
8280,1,0.49,-0.51
8281,1,0.475,-0.525
8282,0,0.48,0.48
8283,1,0.485,-0.515
8284,0,0.476,0.476
8285,0,0.47,0.47
8286,1,0.472,-0.528
8287,1,0.478,-0.522
8288,0,0.494,0.494
8289,1,0.48,-0.52
8290,0,0.471,0.471
8291,0,0.493,0.493
8292,1,0.483,-0.517
8293,0,0.495,0.495
8294,1,0.484,-0.516
8295,1,0.483,-0.517
8296,1,0.486,-0.514
8297,1,0.476,-0.524
8298,1,0.488,-0.512
8299,0,0.488,0.488
8300,1,0.473,-0.527
8301,0,0.496,0.496
8302,1,0.478,-0.522
8303,0,0.494,0.494
8304,0,0.468,0.468
8305,0,0.48,0.48
8306,0,0.495,0.495
8307,1,0.475,-0.525
8308,0,0.463,0.463
8309,0,0.48,0.48
8310,0,0.479,0.479
8311,1,0.48,-0.52
8312,0,0.467,0.467
8313,1,0.477,-0.523
8314,1,0.47,-0.53
8315,0,0.487,0.487
8316,0,0.471,0.471
8317,1,0.483,-0.517
8318,0,0.492,0.492
8319,0,0.477,0.477
8320,0,0.482,0.482
8321,0,0.464,0.464
8322,0,0.464,0.464
8323,0,0.465,0.465
8324,0,0.494,0.494
8325,0,0.469,0.469
8326,0,0.494,0.494
8327,1,0.475,-0.525
8328,0,0.493,0.493
8329,0,0.48,0.48
8330,1,0.472,-0.528
8331,0,0.469,0.469
8332,0,0.49,0.49
8333,1,0.492,-0.508
8334,1,0.48,-0.52
8335,0,0.481,0.481
8336,0,0.464,0.464
8337,0,0.494,0.494
8338,0,0.49,0.49
8339,1,0.474,-0.526
8340,0,0.495,0.495
8341,0,0.464,0.464
8342,1,0.467,-0.533
8343,1,0.476,-0.524
8344,0,0.466,0.466
8345,1,0.478,-0.522
8346,0,0.494,0.494
8347,1,0.491,-0.509
8348,1,0.486,-0.514
8349,1,0.478,-0.522
8350,0,0.475,0.475
8351,0,0.477,0.477
8352,0,0.494,0.494
8353,1,0.479,-0.521
8354,1,0.477,-0.523
8355,0,0.493,0.493
8356,0,0.494,0.494
8357,0,0.467,0.467
8358,1,0.483,-0.517
8359,0,0.491,0.491
8360,0,0.463,0.463
8361,0,0.493,0.493
8362,0,0.495,0.495
8363,0,0.463,0.463
8364,1,0.489,-0.511
8365,0,0.488,0.488
8366,0,0.489,0.489
8367,1,0.483,-0.517
8368,1,0.488,-0.512
8369,1,0.487,-0.513
8370,0,0.482,0.482
8371,0,0.473,0.473
8372,0,0.464,0.464
8373,0,0.471,0.471
8374,1,0.475,-0.525
8375,0,0.494,0.494
8376,0,0.465,0.465
8377,0,0.475,0.475
8378,0,0.469,0.469
8379,0,0.491,0.491
8380,1,0.475,-0.525
8381,1,0.487,-0.513
8382,0,0.493,0.493
8383,1,0.484,-0.516
8384,0,0.472,0.472
8385,1,0.468,-0.532
8386,1,0.489,-0.511
8387,1,0.477,-0.523
8388,1,0.48,-0.52
8389,0,0.473,0.473
8390,0,0.47,0.47
8391,1,0.473,-0.527
8392,0,0.495,0.495
8393,0,0.465,0.465
8394,1,0.475,-0.525
8395,0,0.465,0.465
8396,0,0.49,0.49
8397,1,0.479,-0.521
8398,0,0.468,0.468
8399,1,0.468,-0.532
8400,0,0.468,0.468
8401,1,0.474,-0.526
8402,0,0.473,0.473
8403,0,0.463,0.463
8404,1,0.478,-0.522
8405,0,0.493,0.493
8406,1,0.47,-0.53
8407,1,0.492,-0.508
8408,0,0.476,0.476
8409,1,0.473,-0.527
8410,0,0.47,0.47
8411,0,0.49,0.49
8412,1,0.485,-0.515
8413,0,0.482,0.482
8414,1,0.491,-0.509
8415,0,0.469,0.469
8416,0,0.487,0.487
8417,1,0.491,-0.509
8418,1,0.473,-0.527
8419,0,0.492,0.492
8420,0,0.494,0.494
8421,0,0.49,0.49
8422,0,0.469,0.469
8423,0,0.483,0.483
8424,1,0.469,-0.531
8425,1,0.471,-0.529
8426,1,0.478,-0.522
8427,1,0.475,-0.525
8428,1,0.478,-0.522
8429,0,0.465,0.465
8430,0,0.478,0.478
8431,0,0.467,0.467
8432,0,0.463,0.463
8433,0,0.481,0.481
8434,1,0.483,-0.517
8435,1,0.475,-0.525
8436,1,0.478,-0.522
8437,0,0.468,0.468
8438,1,0.486,-0.514
8439,0,0.489,0.489
8440,0,0.481,0.481
8441,0,0.492,0.492
8442,1,0.474,-0.526
8443,1,0.472,-0.528
8444,1,0.472,-0.528
8445,0,0.493,0.493
8446,1,0.488,-0.512
8447,1,0.485,-0.515
8448,0,0.467,0.467
8449,0,0.47,0.47
8450,0,0.484,0.484
8451,0,0.487,0.487
8452,1,0.47,-0.53
8453,0,0.473,0.473
8454,1,0.492,-0.508
8455,1,0.478,-0.522
8456,0,0.496,0.496
8457,0,0.465,0.465
8458,0,0.473,0.473
8459,1,0.486,-0.514
8460,1,0.487,-0.513
8461,0,0.482,0.482
8462,0,0.482,0.482
8463,1,0.491,-0.509
8464,0,0.47,0.47
8465,0,0.493,0.493
8466,1,0.471,-0.529
8467,1,0.472,-0.528
8468,0,0.484,0.484
8469,1,0.472,-0.528
8470,0,0.477,0.477
8471,1,0.479,-0.521
8472,0,0.489,0.489
8473,1,0.468,-0.532
8474,1,0.483,-0.517
8475,1,0.491,-0.509
8476,0,0.464,0.464
8477,1,0.479,-0.521
8478,0,0.467,0.467
8479,1,0.48,-0.52
8480,1,0.476,-0.524
8481,0,0.492,0.492
8482,0,0.479,0.479
8483,1,0.481,-0.519
8484,0,0.466,0.466
8485,1,0.481,-0.519
8486,1,0.484,-0.516
8487,1,0.474,-0.526
8488,0,0.494,0.494
8489,1,0.485,-0.515
8490,0,0.479,0.479
8491,0,0.475,0.475
8492,0,0.464,0.464
8493,0,0.485,0.485
8494,1,0.488,-0.512
8495,1,0.479,-0.521
8496,1,0.477,-0.523
8497,0,0.467,0.467
8498,1,0.474,-0.526
8499,1,0.473,-0.527
8500,1,0.484,-0.516
8501,1,0.482,-0.518
8502,0,0.464,0.464
8503,1,0.477,-0.523
8504,1,0.477,-0.523
8505,0,0.49,0.49
8506,1,0.468,-0.532
8507,0,0.479,0.479
8508,0,0.466,0.466
8509,0,0.483,0.483
8510,0,0.465,0.465
8511,1,0.474,-0.526
8512,0,0.467,0.467
8513,0,0.484,0.484
8514,1,0.467,-0.533
8515,1,0.482,-0.518
8516,1,0.476,-0.524
8517,0,0.483,0.483
8518,0,0.472,0.472
8519,0,0.485,0.485
8520,0,0.478,0.478
8521,0,0.493,0.493
8522,1,0.481,-0.519
8523,0,0.464,0.464
8524,0,0.463,0.463
8525,0,0.482,0.482
8526,1,0.485,-0.515
8527,0,0.467,0.467
8528,0,0.465,0.465
8529,1,0.492,-0.508
8530,0,0.472,0.472
8531,0,0.473,0.473
8532,1,0.473,-0.527
8533,1,0.484,-0.516
8534,0,0.474,0.474
8535,0,0.48,0.48
8536,1,0.476,-0.524
8537,1,0.489,-0.511
8538,0,0.489,0.489
8539,0,0.494,0.494
8540,0,0.491,0.491
8541,0,0.495,0.495
8542,0,0.476,0.476
8543,1,0.474,-0.526
8544,0,0.469,0.469
8545,0,0.48,0.48
8546,0,0.479,0.479
8547,0,0.483,0.483
8548,0,0.473,0.473
8549,1,0.483,-0.517
8550,1,0.471,-0.529
8551,0,0.478,0.478
8552,1,0.477,-0.523
8553,0,0.463,0.463
8554,1,0.471,-0.529
8555,1,0.484,-0.516
8556,1,0.492,-0.508
8557,0,0.474,0.474
8558,1,0.472,-0.528
8559,0,0.477,0.477
8560,0,0.494,0.494
8561,0,0.465,0.465
8562,0,0.496,0.496
8563,1,0.479,-0.521
8564,1,0.47,-0.53
8565,0,0.464,0.464
8566,1,0.475,-0.525
8567,1,0.491,-0.509
8568,1,0.474,-0.526
8569,0,0.492,0.492
8570,0,0.464,0.464
8571,1,0.481,-0.519
