=== Run information ===

Scheme:       weka.classifiers.misc.InputMappedClassifier -I -trim -W weka.classifiers.functions.LibSVM -- -S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model / -seed 1
Relation:     ring-separable-weka-letters
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

InputMappedClassifier:

LibSVM wrapper, original code by Yasser EL-Manzalawy (= WLSVM)
Attribute mappings:

Model attributes  	    Incoming attributes
------------------	    ----------------
(numeric) input1  	--> 1 (numeric) input1
(numeric) input2  	--> 2 (numeric) input2
(nominal) output  	--> 3 (nominal) output


Time taken to build model: 4.82 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
2946,1:A,1:A,,1
2947,2:B,2:B,,1
2948,1:A,1:A,,1
2949,2:B,2:B,,1
2950,2:B,2:B,,1
2951,1:A,1:A,,1
2952,1:A,1:A,,1
2953,2:B,2:B,,1
2954,1:A,1:A,,1
2955,1:A,1:A,,1
2956,1:A,1:A,,1
2957,2:B,2:B,,1
2958,2:B,2:B,,1
2959,2:B,2:B,,1
2960,1:A,1:A,,1
2961,1:A,1:A,,1
2962,2:B,2:B,,1
2963,2:B,2:B,,1
2964,2:B,2:B,,1
2965,2:B,2:B,,1
2966,1:A,1:A,,1
2967,2:B,2:B,,1
2968,1:A,2:B,+,1
2969,1:A,1:A,,1
2970,2:B,2:B,,1
2971,2:B,2:B,,1
2972,1:A,1:A,,1
2973,1:A,1:A,,1
2974,2:B,2:B,,1
2975,2:B,2:B,,1
2976,2:B,2:B,,1
2977,1:A,1:A,,1
2978,1:A,1:A,,1
2979,1:A,2:B,+,1
2980,1:A,1:A,,1
2981,2:B,2:B,,1
2982,1:A,1:A,,1
2983,2:B,2:B,,1
2984,1:A,1:A,,1
2985,1:A,1:A,,1
2986,1:A,1:A,,1
2987,2:B,2:B,,1
2988,2:B,2:B,,1
2989,1:A,1:A,,1
2990,2:B,2:B,,1
2991,1:A,1:A,,1
2992,2:B,2:B,,1
2993,2:B,2:B,,1
2994,1:A,1:A,,1
2995,2:B,2:B,,1
2996,2:B,2:B,,1
2997,1:A,2:B,+,1
2998,1:A,1:A,,1
2999,2:B,2:B,,1
3000,2:B,2:B,,1
3001,2:B,2:B,,1
3002,2:B,2:B,,1
3003,1:A,1:A,,1
3004,2:B,2:B,,1
3005,1:A,1:A,,1
3006,2:B,2:B,,1
3007,1:A,2:B,+,1
3008,2:B,2:B,,1
3009,2:B,2:B,,1
3010,2:B,2:B,,1
3011,1:A,1:A,,1
3012,1:A,1:A,,1
3013,2:B,2:B,,1
3014,1:A,1:A,,1
3015,1:A,1:A,,1
3016,1:A,2:B,+,1
3017,1:A,1:A,,1
3018,2:B,2:B,,1
3019,1:A,1:A,,1
3020,2:B,2:B,,1
3021,2:B,2:B,,1
3022,1:A,1:A,,1
3023,1:A,1:A,,1
3024,1:A,1:A,,1
3025,2:B,2:B,,1
3026,2:B,2:B,,1
3027,1:A,1:A,,1
3028,1:A,1:A,,1
3029,2:B,2:B,,1
3030,2:B,2:B,,1
3031,1:A,1:A,,1
3032,1:A,1:A,,1
3033,2:B,2:B,,1
3034,1:A,1:A,,1
3035,1:A,1:A,,1
3036,2:B,2:B,,1
3037,1:A,1:A,,1
3038,1:A,2:B,+,1
3039,1:A,1:A,,1
3040,2:B,2:B,,1
3041,1:A,1:A,,1
3042,1:A,1:A,,1
3043,1:A,1:A,,1
3044,2:B,2:B,,1
3045,1:A,1:A,,1
3046,2:B,2:B,,1
3047,1:A,1:A,,1
3048,2:B,2:B,,1
3049,2:B,2:B,,1
3050,1:A,1:A,,1
3051,1:A,2:B,+,1
3052,2:B,2:B,,1
3053,1:A,1:A,,1
3054,1:A,1:A,,1
3055,1:A,1:A,,1
3056,2:B,2:B,,1
3057,1:A,1:A,,1
3058,1:A,1:A,,1
3059,1:A,1:A,,1
3060,2:B,2:B,,1
3061,1:A,1:A,,1
3062,1:A,1:A,,1
3063,2:B,1:A,+,1
3064,1:A,1:A,,1
3065,1:A,2:B,+,1
3066,1:A,2:B,+,1
3067,2:B,2:B,,1
3068,1:A,2:B,+,1
3069,2:B,2:B,,1
3070,2:B,2:B,,1
3071,1:A,1:A,,1
3072,1:A,1:A,,1
3073,1:A,1:A,,1
3074,1:A,1:A,,1
3075,1:A,1:A,,1
3076,2:B,2:B,,1
3077,1:A,1:A,,1
3078,2:B,2:B,,1
3079,1:A,1:A,,1
3080,2:B,2:B,,1
3081,1:A,1:A,,1
3082,1:A,1:A,,1
3083,2:B,2:B,,1
3084,2:B,2:B,,1
3085,2:B,2:B,,1
3086,2:B,2:B,,1
3087,2:B,2:B,,1
3088,2:B,2:B,,1
3089,1:A,1:A,,1
3090,1:A,1:A,,1
3091,1:A,1:A,,1
3092,1:A,2:B,+,1
3093,1:A,1:A,,1
3094,2:B,2:B,,1
3095,1:A,1:A,,1
3096,2:B,2:B,,1
3097,2:B,2:B,,1
3098,1:A,1:A,,1
3099,1:A,1:A,,1
3100,2:B,2:B,,1
3101,1:A,1:A,,1
3102,2:B,2:B,,1
3103,2:B,2:B,,1
3104,2:B,1:A,+,1
3105,2:B,2:B,,1
3106,2:B,2:B,,1
3107,1:A,1:A,,1
3108,1:A,1:A,,1
3109,2:B,2:B,,1
3110,2:B,2:B,,1
3111,2:B,2:B,,1
3112,1:A,1:A,,1
3113,2:B,2:B,,1
3114,2:B,2:B,,1
3115,2:B,2:B,,1
3116,2:B,1:A,+,1
3117,2:B,2:B,,1
3118,1:A,1:A,,1
3119,2:B,2:B,,1
3120,2:B,2:B,,1
3121,2:B,2:B,,1
3122,1:A,1:A,,1
3123,2:B,2:B,,1
3124,1:A,1:A,,1
3125,1:A,1:A,,1
3126,1:A,1:A,,1
3127,1:A,1:A,,1
3128,1:A,1:A,,1
3129,2:B,2:B,,1
3130,2:B,2:B,,1
3131,1:A,1:A,,1
3132,1:A,1:A,,1
3133,2:B,2:B,,1
3134,1:A,1:A,,1
3135,1:A,1:A,,1
3136,1:A,1:A,,1
3137,1:A,1:A,,1
3138,1:A,1:A,,1
3139,2:B,2:B,,1
3140,1:A,1:A,,1
3141,1:A,1:A,,1
3142,2:B,2:B,,1
3143,2:B,2:B,,1
3144,2:B,2:B,,1
3145,2:B,2:B,,1
3146,1:A,1:A,,1
3147,2:B,2:B,,1
3148,2:B,2:B,,1
3149,2:B,2:B,,1
3150,2:B,2:B,,1
3151,2:B,2:B,,1
3152,1:A,1:A,,1
3153,1:A,1:A,,1
3154,2:B,2:B,,1
3155,1:A,1:A,,1
3156,2:B,2:B,,1
3157,2:B,2:B,,1
3158,1:A,2:B,+,1
3159,1:A,1:A,,1
3160,1:A,1:A,,1
3161,2:B,2:B,,1
3162,1:A,1:A,,1
3163,1:A,1:A,,1
3164,1:A,1:A,,1
3165,1:A,1:A,,1
3166,1:A,1:A,,1
3167,1:A,1:A,,1
3168,1:A,1:A,,1
3169,1:A,1:A,,1
3170,2:B,2:B,,1
3171,2:B,2:B,,1
3172,2:B,2:B,,1
3173,2:B,2:B,,1
3174,2:B,2:B,,1
3175,2:B,2:B,,1
3176,1:A,1:A,,1
3177,1:A,1:A,,1
3178,1:A,1:A,,1
3179,1:A,1:A,,1
3180,2:B,2:B,,1
3181,2:B,2:B,,1
3182,2:B,2:B,,1
3183,1:A,1:A,,1
3184,1:A,1:A,,1
3185,1:A,1:A,,1
3186,1:A,1:A,,1
3187,1:A,2:B,+,1
3188,1:A,1:A,,1
3189,1:A,1:A,,1
3190,1:A,1:A,,1
3191,2:B,2:B,,1
3192,2:B,2:B,,1
3193,2:B,2:B,,1
3194,2:B,2:B,,1
3195,1:A,1:A,,1
3196,2:B,2:B,,1
3197,1:A,1:A,,1
3198,1:A,1:A,,1
3199,2:B,1:A,+,1
3200,1:A,1:A,,1
3201,1:A,1:A,,1
3202,2:B,2:B,,1
3203,1:A,1:A,,1
3204,2:B,2:B,,1
3205,1:A,1:A,,1
3206,2:B,2:B,,1
3207,1:A,1:A,,1
3208,1:A,1:A,,1
3209,2:B,2:B,,1
3210,2:B,2:B,,1
3211,2:B,2:B,,1
3212,1:A,1:A,,1
3213,2:B,2:B,,1
3214,2:B,2:B,,1
3215,1:A,1:A,,1
3216,2:B,2:B,,1
3217,1:A,1:A,,1
3218,1:A,1:A,,1
3219,2:B,2:B,,1
3220,2:B,2:B,,1
3221,2:B,2:B,,1
3222,2:B,2:B,,1
3223,1:A,1:A,,1
3224,1:A,1:A,,1
3225,1:A,1:A,,1
3226,2:B,2:B,,1
3227,2:B,2:B,,1
3228,2:B,2:B,,1
3229,1:A,1:A,,1
3230,1:A,1:A,,1
3231,2:B,2:B,,1
3232,1:A,1:A,,1
3233,2:B,2:B,,1
3234,1:A,2:B,+,1
3235,1:A,1:A,,1
3236,1:A,1:A,,1
3237,1:A,1:A,,1
3238,2:B,2:B,,1
3239,2:B,2:B,,1
3240,1:A,1:A,,1
3241,2:B,2:B,,1
3242,2:B,2:B,,1
3243,2:B,2:B,,1
3244,1:A,1:A,,1
3245,2:B,2:B,,1
3246,2:B,2:B,,1
3247,1:A,1:A,,1
3248,1:A,2:B,+,1
3249,1:A,2:B,+,1
3250,1:A,1:A,,1
3251,2:B,2:B,,1
3252,2:B,2:B,,1
3253,2:B,2:B,,1
3254,2:B,2:B,,1
3255,1:A,1:A,,1
3256,1:A,1:A,,1
3257,1:A,1:A,,1
3258,1:A,1:A,,1
3259,2:B,2:B,,1
3260,2:B,2:B,,1
3261,2:B,2:B,,1
3262,2:B,2:B,,1
3263,1:A,1:A,,1
3264,2:B,2:B,,1
3265,2:B,2:B,,1
3266,1:A,1:A,,1
3267,2:B,2:B,,1
3268,2:B,2:B,,1
3269,2:B,2:B,,1
3270,1:A,1:A,,1
3271,2:B,2:B,,1
3272,2:B,2:B,,1
3273,1:A,1:A,,1
3274,1:A,2:B,+,1
3275,1:A,1:A,,1
3276,1:A,1:A,,1
3277,2:B,2:B,,1
3278,2:B,2:B,,1
3279,2:B,2:B,,1
3280,1:A,1:A,,1
3281,2:B,2:B,,1
3282,2:B,2:B,,1
3283,2:B,2:B,,1
3284,1:A,1:A,,1
3285,1:A,1:A,,1
3286,2:B,2:B,,1
3287,1:A,1:A,,1
3288,2:B,2:B,,1
3289,2:B,2:B,,1
3290,2:B,2:B,,1
3291,2:B,2:B,,1
3292,1:A,1:A,,1
3293,2:B,2:B,,1
3294,1:A,1:A,,1
3295,2:B,2:B,,1
3296,1:A,1:A,,1
3297,1:A,1:A,,1
3298,2:B,2:B,,1
3299,2:B,2:B,,1
3300,1:A,1:A,,1
3301,2:B,2:B,,1
3302,1:A,1:A,,1
3303,2:B,2:B,,1
3304,2:B,2:B,,1
3305,2:B,2:B,,1
3306,1:A,1:A,,1
3307,2:B,2:B,,1
3308,1:A,1:A,,1
3309,2:B,2:B,,1
3310,2:B,2:B,,1
3311,1:A,1:A,,1
3312,1:A,1:A,,1
3313,2:B,1:A,+,1
3314,2:B,2:B,,1
3315,2:B,2:B,,1
3316,2:B,2:B,,1
3317,1:A,1:A,,1
3318,1:A,1:A,,1
3319,1:A,1:A,,1
3320,2:B,2:B,,1
3321,2:B,1:A,+,1
3322,1:A,1:A,,1
3323,1:A,1:A,,1
3324,2:B,2:B,,1
3325,1:A,1:A,,1
3326,2:B,1:A,+,1
3327,1:A,1:A,,1
3328,1:A,2:B,+,1
3329,1:A,1:A,,1
3330,2:B,2:B,,1
3331,2:B,2:B,,1
3332,2:B,2:B,,1
3333,2:B,2:B,,1
3334,2:B,2:B,,1
3335,1:A,1:A,,1
3336,1:A,1:A,,1
3337,1:A,1:A,,1
3338,1:A,1:A,,1
3339,1:A,1:A,,1
3340,1:A,1:A,,1
3341,2:B,2:B,,1
3342,1:A,1:A,,1
3343,2:B,2:B,,1
3344,2:B,2:B,,1
3345,1:A,1:A,,1
3346,2:B,2:B,,1
3347,1:A,2:B,+,1
3348,1:A,1:A,,1
3349,1:A,1:A,,1
3350,1:A,1:A,,1
3351,2:B,2:B,,1
3352,1:A,1:A,,1
3353,1:A,1:A,,1
3354,1:A,1:A,,1
3355,1:A,1:A,,1
3356,1:A,1:A,,1
3357,1:A,1:A,,1
3358,1:A,1:A,,1
3359,2:B,2:B,,1
3360,2:B,2:B,,1
3361,1:A,1:A,,1
3362,2:B,2:B,,1
3363,1:A,1:A,,1
3364,2:B,2:B,,1
3365,1:A,1:A,,1
3366,2:B,2:B,,1
3367,1:A,1:A,,1
3368,1:A,1:A,,1
3369,1:A,1:A,,1
3370,2:B,2:B,,1
3371,1:A,1:A,,1
3372,2:B,2:B,,1
3373,2:B,2:B,,1
3374,2:B,2:B,,1
3375,1:A,1:A,,1
3376,2:B,2:B,,1
3377,1:A,1:A,,1
3378,1:A,1:A,,1
3379,2:B,2:B,,1
3380,2:B,2:B,,1
3381,2:B,2:B,,1
3382,1:A,1:A,,1
3383,1:A,1:A,,1
3384,2:B,2:B,,1
3385,1:A,1:A,,1
3386,1:A,1:A,,1
3387,2:B,2:B,,1
3388,1:A,2:B,+,1
3389,1:A,1:A,,1
3390,1:A,1:A,,1
3391,2:B,2:B,,1
3392,1:A,1:A,,1
3393,2:B,2:B,,1
3394,1:A,1:A,,1
3395,1:A,1:A,,1
3396,2:B,2:B,,1
3397,2:B,2:B,,1
3398,1:A,1:A,,1
3399,1:A,1:A,,1
3400,1:A,1:A,,1
3401,1:A,1:A,,1
3402,1:A,1:A,,1
3403,2:B,2:B,,1
3404,1:A,1:A,,1
3405,2:B,2:B,,1
3406,2:B,2:B,,1
3407,1:A,1:A,,1
3408,1:A,1:A,,1
3409,1:A,1:A,,1
3410,1:A,1:A,,1
3411,2:B,2:B,,1
3412,2:B,2:B,,1
3413,2:B,2:B,,1
3414,1:A,1:A,,1
3415,1:A,1:A,,1
3416,1:A,2:B,+,1
3417,1:A,2:B,+,1
3418,1:A,1:A,,1
3419,1:A,1:A,,1
3420,2:B,2:B,,1
3421,2:B,2:B,,1
3422,1:A,1:A,,1
3423,2:B,2:B,,1
3424,1:A,1:A,,1
3425,1:A,1:A,,1
3426,2:B,2:B,,1
3427,2:B,2:B,,1
3428,2:B,2:B,,1
3429,2:B,1:A,+,1
3430,2:B,2:B,,1
3431,2:B,1:A,+,1
3432,2:B,2:B,,1
3433,1:A,1:A,,1
3434,1:A,1:A,,1
3435,1:A,1:A,,1
3436,1:A,1:A,,1
3437,1:A,1:A,,1
3438,2:B,1:A,+,1
3439,1:A,1:A,,1
3440,1:A,1:A,,1
3441,1:A,1:A,,1
3442,2:B,2:B,,1
3443,2:B,2:B,,1
3444,2:B,2:B,,1
3445,2:B,2:B,,1
3446,2:B,2:B,,1
3447,1:A,1:A,,1
3448,2:B,2:B,,1
3449,1:A,1:A,,1
3450,2:B,2:B,,1
3451,2:B,2:B,,1
3452,1:A,1:A,,1
3453,1:A,1:A,,1
3454,1:A,1:A,,1
3455,2:B,2:B,,1
3456,2:B,1:A,+,1
3457,1:A,1:A,,1
3458,2:B,2:B,,1
3459,1:A,1:A,,1
3460,1:A,1:A,,1
3461,1:A,1:A,,1
3462,1:A,1:A,,1
3463,2:B,2:B,,1
3464,2:B,2:B,,1
3465,1:A,1:A,,1
3466,2:B,2:B,,1
3467,2:B,2:B,,1
3468,2:B,2:B,,1
3469,2:B,1:A,+,1
3470,1:A,1:A,,1
3471,2:B,2:B,,1
3472,2:B,2:B,,1
3473,2:B,2:B,,1
3474,2:B,2:B,,1
3475,2:B,2:B,,1
3476,2:B,2:B,,1
3477,1:A,1:A,,1
3478,1:A,1:A,,1
3479,2:B,2:B,,1
3480,1:A,1:A,,1
3481,2:B,2:B,,1
3482,2:B,2:B,,1
3483,1:A,1:A,,1
3484,2:B,2:B,,1
3485,2:B,2:B,,1
3486,1:A,1:A,,1
3487,1:A,1:A,,1
3488,2:B,2:B,,1
3489,2:B,2:B,,1
3490,1:A,1:A,,1
3491,1:A,1:A,,1
3492,2:B,2:B,,1
3493,2:B,2:B,,1
3494,2:B,2:B,,1
3495,1:A,1:A,,1
3496,1:A,1:A,,1
3497,1:A,1:A,,1
3498,1:A,1:A,,1
3499,2:B,2:B,,1
3500,2:B,2:B,,1
3501,2:B,2:B,,1
3502,1:A,1:A,,1
3503,2:B,2:B,,1
3504,1:A,1:A,,1
3505,1:A,1:A,,1
3506,2:B,2:B,,1
3507,2:B,2:B,,1
3508,2:B,2:B,,1
3509,2:B,2:B,,1
3510,2:B,2:B,,1
3511,2:B,2:B,,1
3512,2:B,2:B,,1
3513,2:B,2:B,,1
3514,1:A,1:A,,1
3515,2:B,2:B,,1
3516,1:A,1:A,,1
3517,2:B,2:B,,1
3518,2:B,2:B,,1
3519,1:A,1:A,,1
3520,2:B,2:B,,1
3521,1:A,1:A,,1
3522,2:B,2:B,,1
3523,2:B,2:B,,1
3524,1:A,1:A,,1
3525,1:A,1:A,,1
3526,1:A,1:A,,1
3527,2:B,2:B,,1
3528,2:B,2:B,,1
3529,1:A,1:A,,1
3530,1:A,1:A,,1
3531,2:B,2:B,,1
3532,1:A,1:A,,1
3533,1:A,1:A,,1
3534,1:A,1:A,,1
3535,1:A,1:A,,1
3536,1:A,1:A,,1
3537,2:B,2:B,,1
3538,2:B,2:B,,1
3539,2:B,2:B,,1
3540,1:A,1:A,,1
3541,2:B,1:A,+,1
3542,2:B,2:B,,1
3543,2:B,2:B,,1
3544,2:B,2:B,,1
3545,1:A,2:B,+,1
3546,1:A,1:A,,1
3547,2:B,2:B,,1
3548,1:A,1:A,,1
3549,2:B,2:B,,1
3550,2:B,2:B,,1
3551,2:B,2:B,,1
3552,1:A,2:B,+,1
3553,1:A,1:A,,1
3554,1:A,1:A,,1
3555,2:B,2:B,,1
3556,1:A,1:A,,1
3557,2:B,2:B,,1
3558,2:B,2:B,,1
3559,1:A,1:A,,1
3560,2:B,2:B,,1
3561,1:A,1:A,,1
3562,1:A,1:A,,1
3563,1:A,1:A,,1
3564,1:A,1:A,,1
3565,2:B,2:B,,1
3566,2:B,2:B,,1
3567,2:B,2:B,,1
3568,2:B,2:B,,1
3569,1:A,1:A,,1
3570,1:A,1:A,,1
3571,2:B,2:B,,1
3572,1:A,1:A,,1
3573,2:B,2:B,,1
3574,1:A,1:A,,1
3575,1:A,1:A,,1
3576,2:B,2:B,,1
3577,1:A,1:A,,1
3578,2:B,2:B,,1
3579,2:B,2:B,,1
3580,1:A,1:A,,1
3581,1:A,1:A,,1
3582,1:A,1:A,,1
3583,2:B,2:B,,1
3584,1:A,1:A,,1
3585,2:B,2:B,,1
3586,1:A,1:A,,1
3587,1:A,1:A,,1
3588,2:B,2:B,,1
3589,1:A,1:A,,1
3590,2:B,2:B,,1
3591,2:B,2:B,,1
3592,1:A,1:A,,1
3593,1:A,2:B,+,1
3594,1:A,2:B,+,1
3595,2:B,2:B,,1
3596,2:B,2:B,,1
3597,1:A,1:A,,1
3598,1:A,1:A,,1
3599,1:A,1:A,,1
3600,1:A,1:A,,1
3601,1:A,1:A,,1
3602,2:B,2:B,,1
3603,1:A,1:A,,1
3604,1:A,1:A,,1
3605,1:A,1:A,,1
3606,1:A,1:A,,1
3607,1:A,1:A,,1
3608,1:A,1:A,,1
3609,2:B,2:B,,1
3610,1:A,1:A,,1
3611,2:B,2:B,,1
3612,2:B,2:B,,1
3613,2:B,2:B,,1
3614,2:B,2:B,,1
3615,1:A,2:B,+,1
3616,2:B,2:B,,1
3617,2:B,2:B,,1
3618,2:B,2:B,,1
3619,2:B,2:B,,1
3620,2:B,2:B,,1
3621,1:A,1:A,,1
3622,2:B,2:B,,1
3623,2:B,2:B,,1
3624,1:A,1:A,,1
3625,1:A,1:A,,1
3626,2:B,2:B,,1
3627,2:B,2:B,,1
3628,2:B,2:B,,1
3629,2:B,2:B,,1
3630,1:A,1:A,,1
3631,2:B,2:B,,1
3632,2:B,2:B,,1
3633,1:A,1:A,,1
3634,2:B,2:B,,1
3635,1:A,1:A,,1
3636,1:A,1:A,,1
3637,1:A,1:A,,1
3638,1:A,1:A,,1
3639,2:B,1:A,+,1
3640,2:B,2:B,,1
3641,2:B,2:B,,1
3642,1:A,1:A,,1
3643,2:B,2:B,,1
3644,1:A,1:A,,1
3645,2:B,2:B,,1
3646,1:A,1:A,,1
3647,1:A,1:A,,1
3648,2:B,2:B,,1
3649,2:B,2:B,,1
3650,1:A,1:A,,1
3651,1:A,1:A,,1
3652,2:B,2:B,,1
3653,2:B,2:B,,1
3654,2:B,2:B,,1
3655,2:B,2:B,,1
3656,1:A,1:A,,1
3657,1:A,1:A,,1
3658,2:B,2:B,,1
3659,1:A,1:A,,1
3660,2:B,2:B,,1
3661,1:A,1:A,,1
3662,2:B,2:B,,1
3663,2:B,2:B,,1
3664,1:A,1:A,,1
3665,2:B,2:B,,1
3666,1:A,1:A,,1
3667,2:B,2:B,,1
3668,2:B,2:B,,1
3669,2:B,2:B,,1
3670,1:A,1:A,,1
3671,1:A,1:A,,1
3672,2:B,2:B,,1
3673,1:A,1:A,,1
3674,2:B,2:B,,1
3675,2:B,2:B,,1
3676,2:B,2:B,,1
3677,1:A,1:A,,1
3678,2:B,2:B,,1
3679,1:A,1:A,,1
3680,2:B,2:B,,1
3681,1:A,1:A,,1
3682,1:A,2:B,+,1
3683,1:A,2:B,+,1
3684,1:A,1:A,,1
3685,1:A,1:A,,1
3686,1:A,1:A,,1
3687,2:B,2:B,,1
3688,1:A,1:A,,1
3689,1:A,1:A,,1
3690,1:A,2:B,+,1
3691,2:B,2:B,,1
3692,2:B,2:B,,1
3693,1:A,1:A,,1
3694,2:B,2:B,,1
3695,2:B,2:B,,1
3696,1:A,1:A,,1
3697,2:B,2:B,,1
3698,1:A,1:A,,1
3699,2:B,2:B,,1
3700,2:B,2:B,,1
3701,2:B,2:B,,1
3702,1:A,1:A,,1
3703,2:B,2:B,,1
3704,1:A,1:A,,1
3705,1:A,1:A,,1
3706,2:B,2:B,,1
3707,2:B,2:B,,1
3708,2:B,2:B,,1
3709,2:B,2:B,,1
3710,1:A,2:B,+,1
3711,1:A,1:A,,1
3712,2:B,2:B,,1
3713,2:B,2:B,,1
3714,1:A,1:A,,1
3715,1:A,2:B,+,1
3716,1:A,1:A,,1
3717,2:B,2:B,,1
3718,2:B,2:B,,1
3719,2:B,2:B,,1
3720,1:A,1:A,,1
3721,1:A,1:A,,1
3722,2:B,2:B,,1
3723,1:A,1:A,,1
3724,2:B,1:A,+,1
3725,1:A,1:A,,1
3726,1:A,1:A,,1
3727,1:A,2:B,+,1
3728,2:B,2:B,,1
3729,2:B,2:B,,1
3730,1:A,1:A,,1
3731,1:A,1:A,,1
3732,2:B,2:B,,1
3733,2:B,2:B,,1
3734,2:B,2:B,,1
3735,1:A,1:A,,1
3736,1:A,1:A,,1
3737,1:A,1:A,,1
3738,1:A,1:A,,1
3739,2:B,2:B,,1
3740,1:A,1:A,,1
3741,1:A,1:A,,1
3742,1:A,1:A,,1
3743,2:B,2:B,,1
3744,2:B,2:B,,1
3745,1:A,1:A,,1
3746,2:B,2:B,,1
3747,2:B,2:B,,1
3748,2:B,2:B,,1
3749,1:A,1:A,,1
3750,1:A,1:A,,1
3751,2:B,2:B,,1
3752,1:A,1:A,,1
3753,2:B,2:B,,1
3754,2:B,2:B,,1
3755,1:A,1:A,,1
3756,1:A,1:A,,1
3757,2:B,2:B,,1
3758,1:A,2:B,+,1
3759,2:B,2:B,,1
3760,2:B,2:B,,1
3761,1:A,1:A,,1
3762,1:A,2:B,+,1
3763,1:A,1:A,,1
3764,2:B,2:B,,1
3765,1:A,1:A,,1
3766,2:B,2:B,,1
3767,1:A,1:A,,1
3768,1:A,1:A,,1
3769,2:B,2:B,,1
3770,2:B,2:B,,1
3771,1:A,1:A,,1
3772,1:A,1:A,,1
3773,2:B,2:B,,1
3774,2:B,2:B,,1
3775,2:B,2:B,,1
3776,2:B,2:B,,1
3777,2:B,2:B,,1
3778,2:B,2:B,,1
3779,1:A,1:A,,1
3780,1:A,1:A,,1
3781,2:B,2:B,,1
3782,1:A,1:A,,1
3783,1:A,1:A,,1
3784,1:A,1:A,,1
3785,2:B,2:B,,1
3786,2:B,2:B,,1
3787,2:B,2:B,,1
3788,2:B,2:B,,1
3789,2:B,2:B,,1
3790,1:A,1:A,,1
3791,2:B,2:B,,1
3792,1:A,1:A,,1
3793,1:A,1:A,,1
3794,2:B,2:B,,1
3795,1:A,1:A,,1
3796,2:B,2:B,,1
3797,1:A,1:A,,1
3798,1:A,1:A,,1
3799,2:B,2:B,,1
3800,2:B,2:B,,1
3801,1:A,1:A,,1
3802,1:A,1:A,,1
3803,2:B,2:B,,1
3804,2:B,2:B,,1
3805,2:B,2:B,,1
3806,2:B,2:B,,1
3807,2:B,2:B,,1
3808,1:A,1:A,,1
3809,1:A,1:A,,1
3810,2:B,2:B,,1
3811,1:A,1:A,,1
3812,1:A,1:A,,1
3813,1:A,1:A,,1
3814,2:B,2:B,,1
3815,1:A,1:A,,1
3816,2:B,2:B,,1
3817,2:B,1:A,+,1
3818,1:A,1:A,,1
3819,1:A,1:A,,1
3820,2:B,2:B,,1
3821,1:A,1:A,,1
3822,2:B,2:B,,1
3823,1:A,1:A,,1
3824,2:B,2:B,,1
3825,2:B,2:B,,1
3826,2:B,2:B,,1
3827,1:A,1:A,,1
3828,1:A,1:A,,1
3829,1:A,1:A,,1
3830,2:B,2:B,,1
3831,2:B,2:B,,1
3832,2:B,2:B,,1
3833,2:B,2:B,,1
3834,1:A,1:A,,1
3835,2:B,2:B,,1
3836,1:A,1:A,,1
3837,2:B,2:B,,1
3838,1:A,1:A,,1
3839,2:B,2:B,,1
3840,1:A,1:A,,1
3841,2:B,2:B,,1
3842,2:B,2:B,,1
3843,2:B,2:B,,1
3844,1:A,1:A,,1
3845,1:A,1:A,,1
3846,1:A,1:A,,1
3847,2:B,2:B,,1
3848,2:B,2:B,,1
3849,1:A,1:A,,1
3850,1:A,1:A,,1
3851,2:B,2:B,,1
3852,1:A,1:A,,1
3853,1:A,1:A,,1
3854,1:A,1:A,,1
3855,1:A,1:A,,1
3856,1:A,1:A,,1
3857,2:B,2:B,,1
3858,1:A,1:A,,1
3859,2:B,2:B,,1
3860,1:A,1:A,,1
3861,1:A,1:A,,1
3862,1:A,1:A,,1
3863,2:B,2:B,,1
3864,2:B,2:B,,1
3865,2:B,2:B,,1
3866,1:A,1:A,,1
3867,2:B,2:B,,1
3868,2:B,2:B,,1
3869,2:B,2:B,,1
3870,1:A,1:A,,1
3871,2:B,2:B,,1
3872,1:A,1:A,,1
3873,1:A,1:A,,1
3874,1:A,1:A,,1
3875,2:B,2:B,,1
3876,2:B,2:B,,1
3877,2:B,2:B,,1
3878,1:A,1:A,,1
3879,2:B,2:B,,1
3880,1:A,1:A,,1
3881,1:A,1:A,,1
3882,1:A,1:A,,1
3883,1:A,1:A,,1
3884,1:A,1:A,,1
3885,1:A,2:B,+,1
3886,2:B,2:B,,1
3887,2:B,2:B,,1
3888,1:A,1:A,,1
3889,2:B,2:B,,1
3890,2:B,2:B,,1
3891,1:A,1:A,,1
3892,2:B,2:B,,1
3893,1:A,1:A,,1
3894,2:B,2:B,,1
3895,1:A,1:A,,1
3896,2:B,2:B,,1
3897,1:A,2:B,+,1
3898,1:A,1:A,,1
3899,2:B,2:B,,1
3900,1:A,1:A,,1
3901,1:A,1:A,,1
3902,1:A,1:A,,1
3903,1:A,2:B,+,1
3904,1:A,1:A,,1
3905,2:B,2:B,,1
3906,1:A,1:A,,1
3907,1:A,1:A,,1
3908,2:B,2:B,,1
3909,1:A,1:A,,1
3910,1:A,1:A,,1
3911,1:A,1:A,,1
