input1,input2,output
0.228433,-0.088272,B
0.680603,0.465042,A
0.483127,0.991872,A
0.353849,-0.062306,A
0.702567,-0.387548,B
0.285555,0.635109,A
0.53761,-0.274763,B
0.67794,0.730917,A
0.598962,-0.818683,A
-0.873171,-0.721816,A
0.180385,-0.573523,A
-0.839071,0.285728,A
0.722929,-0.4486,A
0.633862,0.894661,A
0.475523,-0.708033,A
-0.452167,-0.781495,B
-0.510817,0.418935,B
-0.382808,-0.914887,A
-0.718918,-0.201585,A
0.268692,-0.967316,A
0.966171,0.890241,A
-0.839598,-0.004043,A
0.447804,0.781651,A
0.888369,-0.386045,A
0.164926,0.368297,B
-0.269032,0.230171,A
-0.51809,-0.010886,B
-0.736437,-0.524115,A
0.325544,-0.422122,B
0.712983,0.158042,B
-0.15702,-0.710296,B
0.574228,0.999453,A
-0.589923,0.624414,A
-0.227122,-0.863923,B
0.527308,-0.471768,B
0.440316,0.093409,B
-0.259085,-0.350203,B
0.504607,-0.196039,B
0.310676,0.854318,B
0.181851,-0.584985,A
-0.38344,-0.973978,A
0.713802,0.716853,A
0.012372,0.887044,A
-0.646291,0.509345,A
0.322573,-0.587448,B
0.698538,0.522262,A
0.014052,-0.703317,B
-0.740119,-0.034211,B
0.053565,-0.007362,A
-0.759343,0.846044,A
0.759562,-0.477521,B
0.825235,-0.397875,B
-0.995899,0.532099,B
0.134775,0.172503,B
0.678298,-0.381494,A
-0.261682,-0.618839,B
0.281035,0.139636,B
-0.712144,0.543944,A
-0.510319,0.333074,B
-0.380152,-0.37905,B
-0.823017,-0.237614,A
0.934574,0.864661,A
-0.055343,-0.047292,B
0.03508,-0.650771,A
-0.855135,0.794477,A
-0.307825,-0.392693,B
0.376885,0.325454,B
0.054225,-0.106656,B
0.768126,-0.997566,A
0.800249,-0.741809,A
-0.586791,-0.725412,A
-0.518802,-0.562373,A
0.582423,0.400871,B
-0.910167,-0.78999,A
0.802263,0.728253,A
-0.715373,-0.358412,B
0.786817,0.407709,B
-0.773601,0.132519,A
0.52092,0.24473,B
0.976525,0.057082,A
0.257608,0.802162,A
-0.895081,-0.819583,A
0.392372,0.511358,A
0.239074,-0.72595,B
-0.054244,0.329097,B
0.481566,0.443274,B
-0.375185,0.5152,B
-0.534607,0.621863,A
0.501299,0.894463,A
-0.175571,0.092474,B
0.617969,0.925638,A
0.586145,0.506559,A
-0.153717,0.100108,B
0.858809,-0.23503,A
-0.242773,0.761085,A
-0.818603,-0.164474,A
0.339058,-0.372069,B
0.240124,0.61775,B
-0.443455,0.68519,A
-0.906195,0.432075,A
0.487771,0.44898,B
0.433478,-0.011043,B
-0.76301,0.956783,A
-0.924463,0.991022,A
0.33876,-0.6659,A
-0.195579,-0.435892,B
0.869125,0.240115,B
-0.914997,-0.10747,A
-0.154295,-0.671006,B
0.74805,0.21722,A
-0.467979,0.045119,B
0.25747,0.00149,B
0.865673,0.493113,A
0.618051,0.35693,B
-0.551567,0.855003,A
0.129321,-0.257308,A
0.960173,0.008009,A
-0.236234,0.819743,A
0.121546,-0.675339,B
-0.773064,0.653109,A
0.777901,0.476515,A
0.360461,-0.384453,B
0.137284,-0.334633,B
0.264166,0.793967,A
-0.991337,-0.800564,A
0.276992,0.090333,B
0.54353,-0.791359,A
-0.530173,0.879188,A
0.710911,0.607114,A
-0.283798,0.683809,A
-0.216781,0.555322,B
-0.582204,-0.113334,B
0.140593,-0.377507,B
0.225112,0.319057,B
-0.861,-0.964206,A
0.381024,-0.978967,A
-0.166003,-0.362859,B
0.147161,-0.073686,B
0.682092,0.067919,A
-0.971156,-0.37284,A
0.720582,-0.056696,B
-0.168203,0.035015,A
0.041712,-0.00205,A
-0.83851,0.485834,A
0.386553,-0.037383,B
-0.756092,0.888993,A
-0.187432,-0.878114,A
-0.623632,0.855659,A
0.468342,-0.69576,A
0.5297,-0.876998,A
-0.837583,0.119363,A
0.82608,0.787054,A
-0.481031,0.028314,B
-0.861035,0.875552,A
0.077581,0.522228,B
0.744916,-0.383832,B
0.430877,-0.516068,B
0.994586,0.091217,A
-0.49208,-0.317671,B
-0.84737,0.010742,A
-0.352959,-0.405118,B
-0.410033,-0.400891,B
0.679045,-0.083242,B
-0.852215,-0.891353,A
-0.341859,-0.196556,B
-0.622308,-0.192756,A
-0.962321,-0.176882,A
0.922326,-0.521827,B
0.630941,0.663821,A
-0.967598,0.896628,B
-0.085183,0.608922,B
0.387527,0.331441,B
-0.040901,-0.033432,A
-0.533881,-0.341248,B
-0.210194,-0.741992,B
-0.048598,-0.943281,A
0.081645,0.175827,A
-0.291895,0.582768,B
-0.443819,0.042079,B
0.23598,0.584357,B
0.677854,-0.90599,A
0.826012,-0.422708,A
-0.479479,-0.542871,A
0.521263,0.001774,B
-0.464016,0.355887,B
-0.443141,0.504656,A
0.193723,-0.194223,A
-0.24896,0.831935,A
0.252563,0.314754,B
0.081223,-0.323006,B
-0.439517,-0.430222,B
-0.784125,0.124598,B
0.612617,0.995654,A
0.405122,0.48067,B
0.585612,-0.199212,B
0.196404,0.57492,B
0.594493,0.619711,A
0.476645,0.166128,B
0.497704,-0.939062,A
-0.680765,-0.379325,A
0.504634,-0.082239,B
0.572681,0.058688,B
0.893498,0.395617,A
0.375533,-0.525635,B
-0.346619,-0.299878,B
-0.181925,0.976349,A
0.400466,-0.839938,A
0.18556,0.295411,B
0.150912,-0.256862,B
0.891479,-0.497087,A
0.073007,-0.119194,A
0.424684,0.90338,A
0.839092,0.277428,A
-0.199659,-0.274186,B
-0.205661,0.491592,B
-0.343613,0.81753,A
0.227629,0.443059,B
0.793361,0.506914,A
0.453763,0.275116,B
0.130331,0.373059,A
0.952851,-0.471221,A
-0.019617,-0.392841,B
-0.507007,0.868729,A
0.45117,-0.09677,B
0.086403,-0.230366,B
0.882093,-0.064685,A
0.024659,-0.225345,A
-0.081046,0.16579,B
0.30347,0.460947,B
0.951973,0.017603,A
-0.301527,0.151748,A
0.075579,-0.662402,B
-0.865486,-0.973746,B
0.020648,-0.876925,B
-0.911445,0.241162,A
0.095828,0.463765,B
-0.213843,-0.921234,A
0.181451,-0.903079,A
0.828273,0.185346,B
0.878337,-0.414537,A
-0.194432,-0.204712,B
0.244746,-0.211578,B
0.602672,0.011422,A
0.326508,0.316426,B
0.342519,-0.033723,B
-0.018579,0.552142,B
-0.870503,-0.279292,A
-0.389746,0.09595,B
-0.829528,0.276997,A
-0.146971,-0.930144,A
-0.660792,0.518807,A
-0.002006,-0.088016,A
0.057355,-0.520011,B
0.744988,0.811129,A
-0.851575,-0.478691,A
0.647118,0.921286,A
-0.198632,0.667591,B
-0.082856,0.997197,A
-0.910107,0.610615,A
-0.279575,-0.352795,B
0.665183,0.710177,A
0.900954,0.294412,A
-0.495453,0.200498,B
0.24075,-0.448853,B
0.466473,0.170348,B
0.137215,-0.64799,B
-0.572606,0.461346,B
-0.826611,-0.911156,A
-0.717584,-0.461183,A
-0.253037,-0.146082,A
0.244157,0.298245,A
0.390378,0.859642,A
-0.362522,-0.934464,A
-0.85697,0.715193,A
-0.468399,0.656084,B
-0.826706,-0.70895,A
-0.081272,0.64482,B
-0.35117,-0.308623,B
-0.280555,0.52037,A
-0.944942,-0.748723,A
0.282803,-0.929179,A
-0.536597,-0.414651,A
0.210508,0.837558,A
0.247444,-0.467242,B
0.104426,0.714042,B
-0.774757,0.333342,A
0.6209,0.813121,A
-0.731197,0.982563,B
-0.162871,0.517392,B
0.371121,-0.583528,A
-0.59185,-0.399309,A
0.286967,-0.047794,A
-0.297448,-0.020544,A
0.79879,0.318144,A
-0.421797,0.164126,B
-0.708849,0.452071,B
0.717012,0.042851,B
-0.960336,-0.048875,A
-0.718455,0.292719,B
0.680882,0.061903,B
-0.086064,0.82537,A
0.007856,0.949593,A
-0.734433,0.256305,B
0.128453,0.47758,B
0.213827,-0.533803,B
-0.439225,0.820746,A
-0.239535,-0.123603,B
-0.457753,-0.026879,B
0.538466,0.460282,B
0.594939,0.079474,B
0.080128,0.378086,A
0.147196,-0.619854,B
0.247464,0.883732,B
0.11638,-0.698842,B
-0.897544,0.823872,A
0.14095,-0.567887,B
-0.902222,-0.143368,A
0.506323,-0.175238,B
-0.076481,-0.190856,A
0.893237,-0.5057,A
-0.117738,0.574084,B
-0.096497,-0.130837,A
-0.928092,0.845756,A
0.186083,0.876713,B
-0.012351,0.232069,A
-0.547165,0.726596,A
-0.435778,0.803038,A
-0.764785,0.181158,B
0.692056,0.04773,B
0.006125,-0.879931,A
-0.833927,-0.579432,A
0.280113,0.109362,B
0.022279,-0.627323,B
-0.782484,0.543135,A
0.36783,-0.657707,B
-0.486764,-0.420087,B
0.852314,0.260165,A
-0.306514,0.825015,B
0.26134,0.133155,B
0.499254,0.775274,A
0.194453,0.462733,B
-0.541718,-0.561514,B
-0.766163,0.549443,A
0.223017,-0.620774,B
-0.557732,0.614676,B
0.892767,0.093957,A
0.503825,-0.406643,B
0.193064,0.227556,B
0.929576,-0.603967,A
-0.301751,0.520737,A
-0.856104,0.572637,A
0.380997,0.755995,B
-0.92913,0.252344,A
-0.558365,0.321303,B
-0.864894,-0.089085,A
-0.842386,-0.417313,A
-0.981384,0.670217,A
-0.682329,-0.806267,A
-0.933195,-0.473656,A
-0.749782,0.336096,A
-0.875621,-0.088395,A
-0.675508,-0.873,A
0.801541,-0.449942,A
-0.600317,-0.776977,A
-0.223375,-0.786386,B
-0.032796,0.170764,B
0.113047,0.401216,B
0.776899,-0.207036,B
-0.51913,0.147228,B
-0.91144,0.443974,A
-0.357753,0.931731,A
0.444334,0.160716,B
0.56937,0.310228,A
-0.733313,-0.761989,A
0.497189,0.581196,B
-0.259971,-0.486052,B
0.299377,0.96854,A
0.090374,0.466512,B
-0.67554,0.002733,B
-0.2981,-0.916914,A
0.753338,-0.935282,A
-0.751771,-0.559423,A
-0.202388,-0.944139,A
0.143027,0.791826,A
0.34142,-0.333664,B
-0.721838,-0.721287,A
0.127718,0.067724,A
-0.712123,-0.980398,A
0.166332,0.673185,B
-0.699164,-0.954961,A
-0.554504,-0.387678,A
-0.24572,-0.942104,A
0.545144,0.450842,B
-0.740322,-0.86648,A
-0.510819,0.322472,A
0.812062,0.911302,A
0.054668,0.717258,B
-0.077069,-0.500956,B
-0.988998,0.821133,A
0.193081,-0.882295,B
0.703568,0.834648,A
-0.894752,0.472274,A
-0.836205,0.002158,B
-0.115539,0.85574,A
0.151799,0.805591,B
0.059296,-0.405934,B
-0.667353,0.626421,A
0.249178,-0.28495,B
-0.236433,0.688972,B
-0.703689,0.198287,B
0.600174,-0.010804,A
-0.258984,0.289845,B
-0.724937,0.757436,A
-0.773629,0.826948,A
0.18719,-0.436848,B
0.618504,-0.372409,A
-0.73192,0.300418,B
-0.871082,0.610058,A
0.232798,-0.181465,A
0.909177,-0.748563,A
0.404104,-0.659608,A
-0.815077,-0.138943,A
-0.024473,0.062339,A
-0.709717,0.28377,A
-0.494322,-0.774997,A
-0.901884,-0.229415,A
-0.624363,0.799586,A
0.139642,0.543868,B
-0.739787,0.294546,A
-0.935992,0.399252,A
-0.008943,-0.165653,A
-0.57339,-0.541018,B
0.582843,-0.044742,B
-0.209247,-0.916545,B
0.1271,0.831074,B
-0.045608,-0.818998,A
0.197663,0.258648,A
0.404534,0.490058,B
-0.4103,0.0541,A
-0.268513,-0.412735,B
0.576684,-0.54438,B
0.864061,0.707698,A
-0.966434,-0.878766,B
0.052571,-0.545445,B
0.089294,0.885008,A
-0.514329,0.148539,A
0.178109,0.577672,B
-0.708412,-0.323266,B
0.188973,0.449087,B
0.966022,0.570205,A
-0.288118,0.700556,B
-0.259,0.41805,B
-0.84972,-0.588741,A
0.504712,0.270022,B
-0.015266,0.86194,A
-0.146577,0.602203,B
-0.326613,0.350898,B
0.688451,0.551318,A
-0.602723,0.608858,A
0.693883,-0.664325,A
0.899546,0.975824,A
0.788559,0.249728,B
0.734104,-0.429067,B
-0.922783,0.863174,A
0.412489,0.138785,B
-0.782374,0.531102,B
0.82559,0.419299,B
-0.836211,-0.633547,A
0.956182,0.288832,A
0.392413,-0.771915,A
-0.634846,-0.752421,A
-0.728781,-0.913635,A
0.615587,0.016264,B
-0.495951,0.351695,A
-0.359539,-0.791766,A
-0.273542,0.08762,B
0.210143,0.632224,B
0.656784,0.357214,B
0.450364,-0.812981,A
-0.168087,0.296286,A
0.512793,0.341245,B
-0.552092,-0.817429,B
-0.498663,-0.067869,B
-0.898253,0.893151,A
0.455591,-0.645973,B
0.375234,0.413026,B
0.617187,0.484574,B
0.336782,-0.475617,B
0.435732,0.317767,B
0.352619,-0.8944,A
-0.285111,-0.275398,B
0.378651,0.17801,A
-0.73847,0.105669,B
-0.485121,0.621512,B
0.676486,0.274859,A
0.392767,0.242094,B
0.997667,0.992137,A
0.539529,0.20462,A
-0.323345,0.252091,B
-0.247964,0.489,B
0.346148,-0.14364,A
-0.918709,-0.801086,A
-0.096403,-0.588239,B
0.441314,-0.594911,B
-0.58383,-0.74585,A
0.484612,-0.468134,B
0.369685,0.072533,B
0.491267,0.531207,B
-0.048675,-0.654029,B
0.010602,-0.340018,B
-0.617067,0.471037,A
-0.606641,-0.354333,B
-0.670932,0.795168,A
0.265203,0.001689,B
-0.997219,-0.184246,A
-0.567709,0.946114,A
-0.953299,-0.500567,A
0.264471,0.852633,B
-0.739816,0.120193,A
0.895016,0.718636,A
0.142642,-0.242699,A
0.712952,0.543096,B
0.31323,0.079767,A
-0.573375,0.350891,B
-0.297929,0.246089,B
-0.070644,0.199382,A
0.058047,-0.243771,B
-0.666509,-0.115601,B
-0.064649,0.449991,A
0.412473,-0.918843,A
-0.28784,0.411729,B
0.991269,-0.593403,B
-0.103226,0.712996,B
0.123912,-0.655914,B
-0.988642,0.419595,A
0.675713,-0.86791,A
-0.384592,0.903792,A
-0.632439,0.090988,B
0.318428,-0.915673,A
-0.953183,-0.020123,A
0.36273,0.927019,A
-0.594511,0.661956,A
-0.318324,-0.468702,B
0.177367,0.4291,A
0.838947,-0.151208,B
0.365674,0.411585,B
-0.911847,0.604347,A
0.4029,0.573498,B
0.895194,-0.215585,A
-0.853217,-0.737158,A
-0.124223,-0.24628,B
-0.622284,0.884991,A
0.513571,-0.890605,A
0.138294,0.451568,B
0.227118,0.00364,B
-0.506175,0.619771,A
0.157407,0.747416,A
0.638628,0.739059,A
-0.237514,-0.453287,B
-0.604918,-0.408864,B
-0.421938,-0.845099,A
0.219097,-0.988517,A
0.70405,0.74208,A
0.759641,0.926467,A
0.662379,-0.167613,B
0.267895,-0.606069,B
0.083373,-0.36774,A
0.244232,0.069002,A
0.69362,0.925708,B
-0.558852,0.932235,A
0.364088,-0.951272,A
0.277255,-0.272031,A
-0.510969,0.475704,B
0.828096,-0.320056,A
-0.474172,-0.207686,B
0.28285,0.39474,B
-0.2498,-0.867474,A
-0.696821,-0.247499,B
-0.412655,-0.536404,B
0.801344,-0.313149,A
-0.647296,-0.252053,B
-0.446479,0.126505,B
0.219834,0.111814,B
-0.175915,0.100413,A
-0.944754,0.24411,A
-0.55009,0.179027,B
-0.386152,-0.134078,B
0.01603,-0.491143,B
-0.389758,-0.668001,A
-0.74324,-0.788164,B
-0.38719,-0.388283,B
-0.284839,-0.090019,B
0.245085,0.653803,B
0.230049,-0.967598,A
0.026889,-0.771097,A
0.233604,0.687423,B
-0.876799,-0.926663,A
0.11133,-0.617379,B
0.757109,0.569541,A
-0.12089,0.529287,B
-0.454654,0.899208,A
0.594057,0.107776,A
0.830827,-0.090997,A
-0.208771,-0.494558,A
-0.093163,0.603889,B
0.664627,-0.894689,A
-0.635515,-0.657789,A
-0.920043,0.538889,A
-0.298579,0.751631,B
-0.944239,0.870142,A
-0.778625,0.904536,A
0.945253,-0.114505,A
0.294943,-0.103157,A
0.099986,0.970323,A
0.748558,0.193665,B
0.254012,0.555777,A
-0.15412,-0.788661,A
-0.919536,-0.59355,A
0.940952,-0.27247,A
-0.851208,-0.43033,A
-0.448515,-0.678334,A
0.326747,0.376162,B
-0.003464,0.9248,A
0.491722,0.489384,A
-0.274614,0.019324,B
-0.979673,-0.837651,A
0.872054,-0.080258,B
0.325096,-0.225776,A
-0.539304,-0.790865,A
-0.87316,0.693208,A
0.423988,0.574266,A
0.758131,-0.546882,A
-0.634913,0.951854,A
-0.628829,0.252541,B
0.226316,-0.034659,A
-0.963568,-0.819528,A
-0.922,-0.279126,A
0.492253,-0.285381,B
0.713481,0.106049,B
0.764503,-0.768002,A
0.091628,0.164025,B
-0.45614,0.888625,B
-0.798573,0.953649,B
-0.894815,-0.113152,A
-0.268664,0.900261,A
-0.289129,0.247642,B
0.261751,0.845526,A
0.653134,0.125832,B
-0.106956,-0.47417,B
0.662798,-0.409773,B
-0.577861,-0.232998,B
-0.135437,-0.893309,A
0.036728,0.280976,A
-0.005639,-0.333414,A
0.419319,-0.088361,B
0.933929,0.149486,B
0.541667,-0.52745,B
-0.950887,-0.600727,A
0.214851,0.487692,B
-0.698265,0.082066,B
-0.563655,-0.827082,A
0.183971,-0.574394,B
0.208264,0.096973,B
0.996709,0.833945,A
-0.127013,-0.46366,B
-0.457903,-0.371279,B
0.879899,0.607448,A
-0.598623,-0.622594,A
0.031193,0.006553,A
0.502691,-0.178729,B
0.221959,0.935176,A
-0.631395,-0.946873,A
-0.319406,0.565518,B
-0.204392,0.446519,B
0.419857,-0.197442,B
-0.391223,-0.407559,B
0.016455,0.297401,B
-0.186132,0.051769,B
0.701739,-0.58229,A
-0.965607,0.003378,A
0.564449,0.471782,B
0.884323,0.878901,A
-0.682865,0.896766,A
0.375264,0.900616,A
-0.979332,0.470532,A
-0.196185,-0.2802,B
0.93198,0.131846,A
-0.682245,-0.329723,A
0.137415,0.795766,B
0.862242,-0.974836,B
-0.453517,-0.023968,B
-0.165204,-0.645531,A
-0.0068,0.315755,A
-0.228803,0.439173,B
0.329573,-0.625598,B
-0.426178,-0.893718,A
0.472176,0.11182,B
0.121521,0.670246,B
-0.271742,0.027644,A
0.018791,-0.648764,B
0.863533,0.400126,A
-0.147461,0.796185,B
-0.91065,0.693271,A
0.066643,-0.171365,A
-0.15354,-0.416993,B
-0.305482,-0.431061,B
-0.29655,-0.243693,B
-0.663614,0.41995,B
-0.991592,-0.143722,A
-0.862862,0.777877,A
-0.715303,-0.201947,B
-0.23937,0.681247,B
0.261982,-0.632215,A
-0.9421,-0.580182,A
0.035527,0.533597,B
0.672519,0.860669,A
-0.637681,0.008047,B
0.676325,0.064226,B
-0.152406,-0.220648,A
0.759591,0.315248,B
-0.062956,-0.202206,A
0.071776,-0.703516,B
-0.827431,-0.165594,A
0.006173,0.41899,A
-0.752822,-0.163831,A
0.955488,-0.8037,A
0.908167,-0.821981,A
-0.698994,-0.168103,B
-0.109754,-0.940781,A
0.223943,-0.795607,A
-0.383766,0.035132,A
0.895297,-0.788644,A
0.561102,0.807378,A
0.528119,0.437121,B
0.622643,-0.912908,A
-0.5451,0.346882,B
0.328546,-0.856358,A
-0.528898,0.874425,A
-0.583251,0.652419,A
-0.826961,-0.36315,A
-0.469735,-0.345707,B
0.144959,-0.821058,A
-0.547713,0.37762,B
0.283592,0.240609,B
0.532452,-0.801601,A
-0.480954,-0.969377,A
-0.701676,0.622216,A
0.071921,0.482014,B
-0.924094,-0.986279,A
-0.464472,-0.317642,B
0.810268,-0.93735,A
-0.002575,0.806999,A
-0.501712,-0.081899,B
0.732509,0.828119,A
-0.872483,-0.753667,A
-0.261287,0.426511,B
0.240606,-0.729607,A
0.958757,0.769943,B
-0.685897,0.445786,B
0.910298,-0.998905,A
0.171353,-0.011154,B
-0.93311,0.57207,A
0.895407,0.422296,A
-0.552691,-0.1578,B
0.860889,0.348217,A
0.682329,0.148955,A
0.402633,-0.636792,B
0.874039,-0.200254,B
0.512221,-0.706282,A
-0.184493,-0.455257,B
-0.196276,0.757984,B
0.943233,-0.619934,A
0.4357,-0.28669,B
-0.489161,-0.34421,B
0.57979,0.374922,A
0.284607,-0.046457,A
0.925296,0.470248,A
0.165876,0.96624,A
0.265299,0.002801,A
0.375636,0.647467,B
-0.968056,0.606117,A
0.59064,0.434687,B
0.298679,-0.545077,B
-0.293762,0.012914,B
-0.764037,0.637905,A
0.613936,-0.645613,B
0.648067,-0.396135,A
-0.088651,0.71597,B
0.275637,0.423076,B
0.933808,-0.749558,A
0.279024,0.691434,A
0.121285,0.884714,A
0.716049,-0.692501,A
-0.736431,-0.976708,A
0.16894,0.290766,A
-0.62236,0.213778,B
0.18496,0.429914,B
0.365978,0.493412,B
-0.120955,-0.617699,B
-0.375689,0.241385,B
-0.729973,-0.060086,A
0.266013,-0.220349,A
0.35091,-0.600054,A
-0.242199,-0.5588,B
0.399608,0.298132,B
0.868881,-0.316016,A
0.174022,-0.060656,B
-0.916711,-0.270228,A
0.124019,-0.044479,B
0.086989,-0.394134,A
-0.968936,-0.115741,A
-0.99746,0.702882,A
0.136343,-0.369208,B
-0.49487,-0.806705,A
0.25575,-0.356867,A
0.341608,0.529664,B
0.404,0.611267,B
0.139634,-0.384636,B
0.229085,-0.403823,B
-0.78338,0.431219,A
-0.200945,-0.704189,A
0.044479,-0.444769,B
0.440691,0.979717,A
-0.245319,-0.885233,A
0.751831,-0.195583,A
0.202989,-0.476499,B
0.665333,-0.16402,B
0.104379,-0.931715,A
-0.360448,-0.124006,B
-0.670253,0.701149,A
0.089151,0.074525,B
0.269213,-0.530294,B
-0.152404,-0.970521,A
-0.492091,-0.660314,B
-0.267754,-0.470585,B
0.555775,-0.652145,A
0.581202,-0.297164,A
-0.271846,0.244097,B
0.009115,0.983195,A
0.334167,-0.161064,B
-0.219463,0.958136,A
-0.58275,-0.845194,A
-0.455744,-0.010501,B
-0.099438,0.323031,A
0.855716,0.986187,B
0.018768,-0.687763,A
-0.521766,-0.928855,A
0.807421,-0.090748,B
0.220572,0.207577,A
0.894088,-0.22411,B
0.226261,0.623029,A
0.186269,-0.47878,B
0.385614,0.074819,B
-0.229036,-0.522877,A
0.473627,0.535288,B
0.476892,0.862333,A
-0.411429,0.259971,B
0.977886,-0.354504,A
-0.099719,0.379962,B
0.8311,0.406392,B
-0.686587,0.732914,A
0.013255,0.803358,A
0.914242,0.460802,A
-0.2561,-0.051913,B
-0.988954,-0.93287,B
0.025998,-0.0939,A
-0.059491,0.007566,B
-0.011347,0.416092,A
-0.765258,0.943048,A
-0.162879,0.641009,B
-0.55026,0.128666,B
0.459039,-0.862422,A
-0.503433,-0.772149,A
0.173512,-0.521147,B
0.725733,0.367968,A
-0.159319,-0.840029,A
0.105131,-0.037206,A
-0.925804,0.14588,A
-0.912144,0.105294,A
-0.85249,0.013552,A
0.841047,-0.056855,B
-0.650058,-0.849055,A
0.835426,-0.835918,A
-0.309063,0.570487,B
0.807395,-0.605044,A
0.023475,0.040693,A
-0.486787,0.409808,B
-0.617048,-0.54361,A
0.588728,0.692435,A
0.744142,0.129206,B
0.037713,0.494313,B
0.06262,0.022882,A
-0.959097,0.363285,A
0.841803,-0.843012,B
0.60983,0.571247,A
-0.329558,0.320556,B
0.916435,0.986244,A
-0.954254,-0.288616,A
-0.772389,0.120741,A
-0.209979,-0.03932,A
-0.824692,-0.949027,A
-0.091073,-0.4721,B
0.844977,0.649682,A
0.688085,-0.358096,A
0.370525,0.619799,B
-0.079293,0.602385,A
-0.30473,-0.873877,A
-0.140487,0.865509,A
0.818461,0.759603,A
-0.042506,-0.791446,B
-0.136513,-0.224969,B
0.78432,-0.24759,A
0.82101,0.981078,A
-0.783954,0.771481,A
0.207197,0.758844,A
0.680813,-0.832143,A
-0.965072,-0.442467,A
0.766372,0.41425,A
0.895614,-0.906978,A
-0.998254,-0.748267,A
0.566868,-0.557133,A
0.485292,-0.75667,B
0.566049,0.802475,A
0.180182,-0.556364,A
0.474289,-0.242904,B
0.458285,0.478839,A
0.107014,-0.071999,A
-0.392998,-0.840652,A
-0.909682,0.322065,A
-0.492135,-0.810067,A
-0.262971,-0.609005,A
0.823554,0.488241,A
-0.846895,-0.257548,B
-0.282513,0.894978,A
-0.632746,0.690167,A
0.654611,-0.557474,A
-0.254147,-0.077919,A
0.400678,-0.144962,B
0.783601,0.556274,A
0.234035,0.575283,B
-0.460863,0.916061,A
-0.718764,-0.172129,A
0.53061,0.511217,A
-0.190723,-0.647185,B
0.03784,-0.645919,B
-0.427196,-0.996804,A
-0.58778,-0.910419,A
-0.390222,0.407207,B
0.915981,-0.820207,A
-0.869463,-0.866548,A
-0.252775,0.073517,B
-0.901878,-0.174102,B
0.599051,0.993474,B
-0.038707,0.509429,B
-0.693534,0.530201,A
-0.722513,0.190501,B
-0.723866,-0.990646,A
-0.322821,-0.194775,A
-0.382896,0.872276,A
-0.979643,-0.296239,A
-0.083342,-0.220606,A
0.778368,0.234253,A
-0.602406,-0.483134,B
0.739915,-0.019358,A
-0.214833,-0.900406,A
-0.416799,-0.629775,B
-0.600802,0.913586,A
0.604756,0.811953,A
0.331668,-0.234898,B
0.127718,0.8017,B
0.668234,-0.010363,B
-0.640435,0.54965,B
0.436195,-0.964198,A
0.648204,-0.348773,B
-0.372536,-0.30765,B
0.733321,-0.439071,A
0.822721,0.287872,B
0.636078,-0.823587,B
-0.663389,-0.827876,A
0.196586,-0.005766,B
-0.664986,-0.320689,B
-0.536751,-0.400242,B
-0.114873,0.198683,A
-0.307316,0.443842,B
-0.076979,0.680969,A
-0.895104,0.267258,A
-0.090813,-0.83619,B
-0.751002,0.583913,A
-0.989766,0.745126,A
0.069179,0.851358,B
0.171376,0.687986,B
-0.305262,0.157322,B
-0.127432,-0.277903,A
-0.70079,-0.659108,A
0.38586,-0.194663,B
0.556857,0.6202,B
0.071894,-0.013352,A
0.746209,-0.708859,A
-0.341241,0.098504,B
-0.430854,0.022253,B
-0.461071,-0.505366,B
0.813195,0.294138,A
0.512036,-0.492215,B
0.33984,0.42988,B
-0.737313,-0.640572,A
-0.560262,-0.753296,A
0.222563,-0.772552,B
0.418222,-0.848033,A
-0.579722,-0.508629,B
-0.422441,0.834846,A
0.739287,-0.12705,B
-0.116061,-0.703836,B
0.946365,-0.797317,A
-0.896478,0.920604,A
-0.419008,0.929427,A
0.389342,-0.079122,A
0.40995,-0.558001,A
0.110812,0.967924,A
0.13758,0.947862,A
0.657904,0.144913,B
-0.570927,-0.744069,A
0.769341,-0.790511,A
-0.525141,0.354159,B
-0.467102,-0.589257,B
0.239829,0.851069,A
-0.436255,0.024943,B
-0.139728,0.064499,A
-0.034104,-0.389814,B
0.562468,-0.767444,A
-0.714224,0.340353,A
0.181553,0.50743,B
0.657098,0.455337,B
-0.944127,0.294168,A
-0.039111,0.429397,B
-0.750061,0.349834,A
-0.004588,0.390853,B
-0.249069,-0.152544,A
0.727927,-0.557764,A
-0.01795,-0.871905,A
0.086674,0.750822,B
-0.840354,0.795333,A
0.082648,0.537256,B
0.275797,-0.231796,A
-0.35158,-0.323781,B
0.869619,-0.53438,A
0.300134,0.154509,A
-0.01872,0.194226,A
-0.284764,0.874595,B
-0.919202,-0.086357,A
0.340361,-0.833335,A
0.513822,-0.174315,B
-0.064284,0.255181,B
-0.190097,-0.262937,B
-0.746341,0.481384,B
-0.348461,-0.253372,B
-0.372426,0.3777,B
0.257163,-0.210032,B
0.148086,-0.337751,B
-0.950834,-0.827914,A
-0.142534,-0.655501,A
-0.187863,0.415885,B
0.601344,0.6802,A
-0.673234,-0.396434,B
-0.063962,0.172938,B
-0.844473,-0.245288,B
0.170243,-0.84926,B
-0.892134,-0.029469,A
-0.359318,0.106318,B
-0.754622,-0.914623,A
0.233165,-0.831655,B
-0.74223,-0.038398,A
0.14051,0.437126,B
-0.218675,0.260191,B
0.197116,-0.957151,A
-0.464016,0.742313,A
0.332555,-0.840487,B
-0.126445,-0.005424,A
